repository_full_name,title,author,created_at,merged_at,number,lead_time_days,"target_authors"
"pagopa/io-wallet","[SIW-2355]: update alert rules","silvicir",2025-08-26T13:03:32Z,2025-08-26T14:46:35Z,474,0.07,""
"pagopa/io-wallet","infra: updated azure-function-app tf module","silvicir",2025-08-27T14:55:36Z,2025-09-04T09:55:36Z,475,7.79,""
"pagopa/io-wallet","infra: upgrade Function App Support module to v3 ","Krusty93",2025-09-02T15:21:57Z,2025-09-03T10:26:41Z,476,0.79,"krusty93"
"pagopa/io-wallet","updated metric alert rules","silvicir",2025-09-09T07:58:45Z,2025-09-09T12:03:45Z,481,0.17,""
"pagopa/io-wallet","[SIW-2355] Updated terraform code","silvicir",2025-09-09T13:10:22Z,2025-09-12T08:29:36Z,482,2.81,""
"pagopa/io-wallet","[SIW-2355] added alerts: cdn, wallet creation and revocation poison queue","silvicir",2025-09-15T09:39:14Z,2025-09-15T10:45:14Z,484,0.05,""
"pagopa/io-wallet","[SIW-2355] removed alerts","silvicir",2025-09-15T13:21:05Z,2025-09-15T13:25:57Z,485,0.00,""
"pagopa/io-wallet","[SIW-2355] Removed ioperror ag from some alert rules","silvicir",2025-09-16T10:43:07Z,2025-09-17T07:31:21Z,488,0.87,""
"pagopa/io-wallet","fix: [SIW-2982] Added uat container and updated dependencies","silvicir",2025-09-18T09:15:20Z,2025-09-18T14:23:14Z,494,0.21,""
"pagopa/io-wallet","chore: removed wallet action group from support slow response time","silvicir",2025-09-23T08:42:49Z,2025-09-23T08:50:17Z,503,0.01,""
"pagopa/io-wallet","Update bootstrapper","lucacavallaro",2025-09-23T16:47:21Z,2025-09-24T07:33:54Z,510,0.62,"lucacavallaro"
"pagopa/io-wallet","chore: [SIW-2252] Use azure-tracing package in user function app","silvicir",2025-10-02T08:16:34Z,2025-11-04T15:24:09Z,514,33.30,""
"pagopa/io-wallet","feat: [SIW-2951] Added wallet instance revocation by wallet provider","silvicir",2025-10-02T12:42:37Z,2025-10-27T11:13:58Z,518,24.94,""
"pagopa/io-wallet","Change tf state location","lucacavallaro",2025-10-02T15:15:42Z,2025-10-02T15:28:09Z,520,0.01,"lucacavallaro"
"pagopa/io-wallet","infra: [SIW-3136] Added new app settings on user and user uat function app","silvicir",2025-10-10T12:31:53Z,2025-10-10T12:45:28Z,529,0.01,""
"pagopa/io-wallet","infra: [SIW-3194] Added isFiscalCodeWhitelisted to io-web API in APIM","silvicir",2025-10-13T15:01:47Z,2025-10-13T15:28:45Z,531,0.02,""
"pagopa/io-wallet","infra: update min function app instances","silvicir",2025-11-03T09:40:42Z,2025-11-03T12:49:00Z,538,0.13,""
"pagopa/io-wallet","infra: increase wallet-instances and whitelisted-fiscal-codes RU","silvicir",2025-11-04T09:21:04Z,2025-11-04T09:34:31Z,539,0.01,""
"pagopa/io-wallet","infra: [SIW-3333] Updated key vault secret for io-web","silvicir",2025-11-10T11:43:53Z,2025-11-10T16:12:01Z,544,0.19,""
